Keyword,Difficulty,"Search vol.","Search intent","SERP features",CPC,Competition
"malaysia tour package in sri lanka",3,20,I,"Reviews, Video, AI Overview, Related searches",0,0.71
"sri lanka tours from india",8,20,I,"Reviews, Video, People also ask, Related searches",0.77,0.6
"sri lanka surf tours",0,20,,,1.18,0.4
"india tour packages in sri lanka",8,20,I,"Reviews, Video, AI Overview, Related searches, Sites",0.78,0.54
"sri lanka tour packages singapore",0,20,,,0.85,0.08
"tour guide to sri lanka",16,20,I,"Reviews, Video, People also ask, Top Ads, AI Overview, Related searches",2.48,0.82
"tour sri lanka",10,20,I,"Reviews, Video, Related searches, Sites",2.09,0.54
"sri lanka tour package singapore",5,20,I,"Reviews, Video, Related searches",0.8,0.33
"tour sri lanka 5 days",6,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",1.29,0.82
"sri lanka vacation tours",6,20,"L, C","Reviews, Video, People also ask, GBP, Related searches, Sites",3.52,0.78
"india to sri lanka tour package",10,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0.78,0.54
"ceylon tours sri lanka",6,20,"L, N","Reviews, Sitelinks, People also ask, Bottom Ads, GBP, Related searches",1.14,0.45
"sri lanka ramayana tours",0,20,,,0.45,0.46
"sri lanka 5 day tour",6,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites, Middle Ads",1.29,0.82
"sri lanka tour package malaysia",4,20,I,"Reviews, Video, People also ask, Related searches",0,0.71
"malaysia tour packages sri lanka",0,20,,,0,0.01
"sri lanka tea tours",5,20,"L, C","Local pack, Reviews, Video, People also ask, Images, Bottom Ads, AI Overview, Related searches",0.62,0.4
"travelbag sri lanka tours",6,20,I,"Reviews, Video, Bottom Ads, Related searches",3.24,0.73
"india tour in sri lanka",6,20,I,"Reviews, Video, Sports, Related searches",0,0.28
"galle sri lanka tours",6,20,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0.24,0.59
"sri lanka tour",10,20,I,"Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",2.01,0.6
"tour operator sri lanka colombo",19,20,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",4.28,0.71
"beach tours in sri lanka",4,20,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",1.57,0.51
"ramayana tours sri lanka",0,20,,,0.45,0.46
"walkers tour sri lanka",13,20,"L, N","Reviews, Sitelinks, Video, People also ask, GBP",2.07,0.65
"sri lanka tour india",6,20,I,"Reviews, Video, People also ask, Bottom Ads, Sports, AI Overview, Related searches",0,0.28
"sri lanka tour and beach",6,20,"L, C","Local pack, Reviews, Video, Top Ads, Bottom Ads, Related searches, Sites",1.57,0.51
"day tours in sri lanka",6,20,"L, C","Local pack, Reviews, Video, People also ask, AI Overview, Related searches, Sites",0.31,0.73
"sri lanka tour from india",8,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0.77,0.6
"sri lanka tour packages from india",0,20,,,0.66,0.72
"sri lanka tour package from singapore",8,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.8,0.33
"visit sri lanka tours reviews",0,20,,,2.32,0.24
"10 day tour sri lanka",4,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",1.25,0.86
"sri lanka tour packages dubai",0,20,,,0,0.64
"singapore tour packages from sri lanka",6,20,I,"Reviews, Video, AI Overview, Related searches",0.8,0.33
"sri lanka tour plan",7,20,I,"Reviews, Video, Images, AI Overview, Related searches, Sites",0.9,0.79
"on the go tours sri lanka",10,20,"L, N","Local pack, Reviews, Sitelinks, Video, People also ask, Bottom Ads, Related searches, Sites",0,0.79
"ramayana tour of sri lanka",0,20,,,0.45,0.46
"sri lanka bespoke tours",8,20,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",5.91,0.33
"india tour sri lanka",17,20,I,"Reviews, Video, Top stories, Bottom Ads, Sports, Related searches",0,0.28
"bespoke tours sri lanka",8,20,"L, C","Reviews, Video, People also ask, Bottom Ads, GBP, Related searches, Sites",5.91,0.33
"visit sri lanka tours review",9,20,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Image, Sites",0,0.07
"malaysia tour packages in sri lanka",0,20,,,0,0.01
"tours sri lanka",10,20,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",2.01,0.6
"sri lanka day tours",8,20,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",0,0.54
"tours to sri lanka from india",0,20,,,0.78,0.63
"ramayana tour in sri lanka",0,20,,,0.45,0.46
"sri lanka tour guide driver",5,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",1.91,0.66
"malaysia tour packages from sri lanka",0,20,,,0,0.01
"sri lanka package tours from colombo",0,20,,,1.24,0.21
"ramayana tours in sri lanka",0,20,,,0.45,0.46
"sri lanka 10 day tour",5,20,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",1.25,0.86
"maldives tour packages from sri lanka",5,20,I,"Reviews, Video, People also ask, Knowledge Panel, Bottom Ads, Related searches",0.97,0.75
"sri lanka tours india",5,20,"L, C","Local pack, Reviews, Video, Top Ads, Bottom Ads, AI Overview, Related searches",0,0.28
"sri lanka india tour",6,20,I,"Reviews, Video, AI Overview, Related searches, Sites",0,0.28
"sri lanka ceylon tour",7,20,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",1.14,0.45
"kuoni sri lanka tours",6,20,"I, N","Sitelinks, Video, People also ask, Related searches, Sites",0.98,0.73
"sri lanka solo tours",5,20,"L, C","Reviews, Video, People also ask, Top Ads, Bottom Ads, GBP, AI Overview, Related searches",2.76,0.82
"sri lanka singapore tour packages",0,20,,,0.85,0.08
"guided tours to sri lanka",10,20,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",2.48,0.82
"red dot tours sri lanka reviews",9,20,"L, C","Reviews, Video, Bottom Ads, GBP, AI Overview, Related searches, Sites",0,0.31
"cricket tours to sri lanka",6,20,"L, C","Local pack, Reviews, Video, AI Overview, Related searches",0,0.12
"train tour sri lanka",0,20,,,0.64,0.39
"ramayana tour sri lanka",0,20,,,0.45,0.46
"tour packages for sri lanka from india",10,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0.78,0.54
"tour to sri lanka from india",8,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.77,0.6
"sri lanka tour packages from singapore",0,20,,,0.79,0.68
"day tours sri lanka",7,20,"L, C","Local pack, Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0.54
"dubai tour packages from sri lanka",4,20,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0.19
"sri lanka local tour operators",14,20,"L, C","Local pack, Reviews, Video, People also ask, Top Ads, Bottom Ads, Related searches, Sites",3.3,0.86
"sri lanka tours and beach",0,20,,,1.92,0.28
"tour to sri lanka",10,20,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",2.01,0.6
"sri lanka beach tours",0,20,I,,1.57,0.51
"singapore tour packages sri lanka",0,20,,,0.85,0.08
"wendy wu tours sri lanka",0,20,,,1.59,0.69
"sri lanka tour operators in colombo",23,20,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",4.28,0.71
"sri lanka tour packages from malaysia",0,20,,,0,0.01
"india tour of sri lanka",19,20,I,"Reviews, Video, People also ask, Sports, Related searches",0.69,0.21
"singapore tour package from sri lanka",0,20,,,0.85,0.08
"kuoni sri lanka tour",6,20,"I, N","Reviews, Sitelinks, Video, People also ask, Bottom Ads, Related searches",0.98,0.73
"tours in sri lanka from colombo",13,20,"L, C","Local pack, Reviews, Video, People also ask, Top Ads, Bottom Ads, AI Overview, Related searches, Sites",0.6,0.87
"tour operators in colombo sri lanka",0,20,,,2.67,0.82
"train tours sri lanka",13,20,"L, C","Reviews, Video, People also ask, Bottom Ads, GBP, AI Overview, Related searches, Sites",0.74,0.52
"tour solutions sri lanka",0,10,,,0,0
"china tours from sri lanka",0,10,,,0,0
"kuoni tours sri lanka",0,10,,,3.06,0
"sri lanka tours prices",10,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0.86
"sri lanka tour and maldives holiday",0,10,,,0,0
"sri lanka tour of india 2010",0,10,,,0,0
"sri lanka tours 6 days",0,10,,,0,0.01
"sri lanka next tour in cricket",0,10,,,0,0
"sri lanka tour packages from ahmedabad",4,10,I,"Reviews, Images, Related searches, Image",0,0
"aitken spence tours sri lanka",13,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image",0,0
"tour colombo sri lanka",6,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches, Sites",0,0.86
"kerala sri lanka tour package",0,10,,,0,0
"tours to sri lanka",10,10,I,"Reviews, Video, People also ask, Sports, Related searches, Sites",2.01,0.6
"photography tours sri lanka",0,10,,,0,0
"g adventures sri lanka tour",0,10,,,0,0
"private tours to sri lanka",10,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka family tour package",0,10,,,1.97,0.5
"sri lanka tour by train",0,10,,,0,0
"cruise ship tours from sri lanka",0,10,,,0,0
"jetwing tours sri lanka",0,10,,,0,0
"india tour to sri lanka",0,10,,,0,0
"pl tours sri lanka",4,10,"L, C","Reviews, People also ask, Images, Top Ads, GBP, Related searches, Image",0,0.71
"sri lanka tour guide pdf",0,10,,,0,0
"cheapest tour package to sri lanka",0,10,,,0,0
"sri lanka budget tour package",8,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0,0
"sri lanka travels and tours",0,10,,,1.8,0.9
"grand tour sri lanka",5,10,I,"Reviews, People also ask, Bottom Ads, Related searches, Image",2.57,0.55
"travel bag sri lanka tours",0,10,,,0,0
"sri lanka upcoming cricket tours",0,10,,,0,0
"sri lanka luxury private tours",8,10,"I, N","Reviews, Sitelinks, Related searches, Image, Sites",0,0
"sri lanka vs england tour 2014 schedule",0,10,,,0,0
"best cycling tours sri lanka",0,10,I,,0,0
"tea plantation tours sri lanka",0,10,,,0.75,0
"sri lanka tour package from kerala price",10,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"england v sri lanka tour dates",0,10,,,0,0
"sri lanka diving tours negombo",0,10,,,0,0
"tour operators to sri lanka from uk",10,10,I,"Reviews, Video, AI Overview, Related searches",0,0
"sri lanka 2 days tour package",8,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"kandy city tour sri lanka",0,10,,,0,0
"sri lanka ramayana tour packages from hyderabad",8,10,"I, N","Reviews, Video, Bottom Ads, Copyright infringement, AI Overview, Related searches",0,0
"aitken spence sri lanka tours",0,10,,,0,0
"sri lanka cricket tours 2013",0,10,,,0,0
"tour sri lanka quando andare",0,10,,,0,0
"sri lanka tour package from colombo",13,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tour cricket",32,10,I,"Reviews, Video, People also ask, Sports, AI Overview, Related searches",0,0
"miracle tours sri lanka",0,10,,,0,0
"tours in sri lanka with pricing",13,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka jaffna tours",0,10,,,0,0
"exotic tours sri lanka reviews",5,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0,0
"sri lanka tours london",0,10,,,0,0
"sri lanka tour packages from madurai",0,10,,,0,0
"sri lanka tour and maldives stay",0,10,,,0,0
"package tours in sri lanka",16,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0.97,0.67
"dabadiwa tours sri lanka",0,10,,,0,0
"sri lanka tour of new zealand 2016",0,10,,,0,0
"genuine sri lanka tours",17,10,"L, C","Reviews, People also ask, GBP, Image, Sites",0,0.86
"tour sri lanka by train",0,10,,,0,0
"7 days tour in sri lanka",0,10,,,6.01,0
"sri lanka tour package by ship",0,10,,,0,0
"sri lanka tour of south africa 2011",0,10,,,0,0
"future sri lanka cricket tours",0,10,,,0,0.05
"highlights of sri lanka tour",0,10,,,0,0
"5 days tour package sri lanka",5,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0.65,0.8
"sri lanka holiday tour packages",0,10,,,4.35,0
"sri lanka tours australia",17,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka round tours private drivers",7,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"holiday tour operators in sri lanka",0,10,I,,0,0
"tour packages from sri lanka to bangkok",0,10,,,0,0
"tour guide salary in sri lanka",0,10,,,0,0
"holidays to sri lanka tour",0,10,,,0,0
"tour operator locali sri lanka",0,10,,,0,0
"sri lanka tour package from delhi",0,10,,,0,0
"sri lanka tour packages from chennai",0,10,,,3.25,0
"indonesia tour packages from sri lanka",2,10,I,"Reviews, Top Ads, Bottom Ads, Related searches, Image",0,0
"thailand tours sri lanka",0,10,,,0,0
"tour packages to sri lanka from kerala",0,10,,,0,0
"sri lanka tour deals",12,10,I,"Reviews, Related searches, Image",1.85,0.79
"day tours in colombo sri lanka",12,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka photo tours",0,10,,,0,0
"star tours sri lanka",7,10,I,"Reviews, Images, Related searches, Image",0,0.56
"sri lanka tour cost",11,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0.86
"australia cricket tour of sri lanka 2016",0,10,,,0,0
"sri lanka tour tripadvisor",0,10,,,10.76,0
"tangerine tours sri lanka reviews",0,10,,,0,0
"sri lanka eco tours",0,10,,,1.67,0.26
"sri lanka tour of india schedule",21,10,I,"Reviews, People also ask, Images, Sports, Related searches",0,0
"delhi to sri lanka tour package",8,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka pakistan tour 2015",0,10,,,0,0
"kuoni all inclusive sri lanka tour",0,10,,,0,0
"trip sri lanka tours",10,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0
"sri lanka exclusive tours review",0,10,,,0,0
"sri lanka tours packages",12,10,"L, C","Reviews, Video, Bottom Ads, GBP, AI Overview, Related searches, Sites",0.97,0.67
"airwing tours sri lanka",7,10,"L, N","Reviews, Sitelinks, GBP, Related searches",0,0.28
"england cricket sri lanka tour 2014",0,10,,,0,0
"buddhist pilgrimage tours from sri lanka",0,10,,,0,0
"trailfinders sri lanka tour review",0,10,,,0,0
"sri lanka 3 day tour",8,10,I,"Reviews, Related searches, Image, Sites",0,0.05
"bangalore to sri lanka package tours cost",7,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"england tour of sri lanka 2014 15",0,10,,,0,0
"sa tour to sri lanka",0,10,,,0,0
"yala tours sri lanka",0,10,,,0,0
"sri lanka package tours",14,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0.97,0.67
"south africa tour to sri lanka 2014",0,10,,,0,0
"india tour sri lanka 2017",0,10,,,0,0
"france tours from sri lanka",0,10,,,0,0
"tour sri lanka kuoni",0,10,,,0,0
"thomson sri lanka tour and stay",0,10,,,0,0
"sri lanka tour to south africa 2016",0,10,,,0,0
"tours around sri lanka",18,10,"L, N","Local pack, Reviews, Sitelinks, People also ask, Related searches, Image, Sites",3.3,0.81
"sri lanka tour of england 2011 schedule",0,10,,,0,0
"ya tours sri lanka",0,10,,,0,0
"ceilao tours sri lanka",0,10,,,0,0
"hiking tours sri lanka",0,10,,,2,0.81
"uk tour operators to sri lanka",11,10,I,"Reviews, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tours from delhi",8,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0.69,0.86
"ruchi tours sri lanka",0,10,,,0,0
"sri lanka tour new zealand 2015",0,10,,,0,0
"asia tours sri lanka",5,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0
"sri lanka budget tours & travels",6,10,"L, T","Local pack, Reviews, Video, People also ask, Related searches",0,0
"last minute sri lanka tours",0,10,,,0,0
"new zealand tour of sri lanka 2013",0,10,,,0,0
"sri lanka round tour packages",9,10,I,"Reviews, People also ask, Related searches, Image",0,0
"walkers tours colombo sri lanka",0,10,,,0,0
"international tour packages from sri lanka",4,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"best safari tours in sri lanka",0,10,,,0,0
"sri lanka tour packages from dubai",0,10,,,0,0
"camping tours in sri lanka",0,10,,,0,0
"japan tour packages from sri lanka",0,10,,,0,0
"aliya tours sri lanka",0,10,,,0,0
"cosmos tours sri lanka",0,10,,,0,0
"foreign tour operators in sri lanka",14,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"tour packages to singapore from sri lanka",0,10,,,2.75,0
"sri lanka bangkok tour packages",0,10,,,0,0
"sri lanka tour 2015",0,10,,,0,0
"sri lanka visit tour",0,10,,,0,0.56
"sri lanka dream tours",4,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0.39
"sri lanka small group tours from australia",9,10,I,"Reviews, AI Overview, Related searches",0,0
"sri lanka tour from bangalore",7,10,I,"Reviews, People also ask, Related searches, Image",0,0.48
"sri lanka tour australia 2012",0,10,,,0,0
"sri lanka package tours from chennai",0,10,,,3.26,0
"india tour of sri lanka 1997",0,10,,,0,0
"sri lanka backpacking tours",0,10,,,3.86,0
"next tour of sri lanka",0,10,,,0,0
"sri lanka tour operator italiani",8,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0
"india tour package from sri lanka",0,10,,,3.82,0
"helicopter tour sri lanka",6,10,"L, C","Local pack, Reviews, Video, Images, Related searches, Sites",0,0.24
"sri lanka cricket tour of england",8,10,I,"Video, People also ask, Sports, Related searches",0,0
"india sri lanka tour packages",0,10,,,3.82,0
"exodus tour sri lanka",0,10,,,0,0
"england cricket tour 2020 sri lanka",8,10,I,"Video, People also ask, Sports, Related searches",0,0
"sri lanka tour packages for locals",0,10,,,4.79,0
"sri lanka tour agents",0,10,,,9.3,0
"sri lanka tours from bangalore",8,10,I,"Reviews, Video, People also ask, Related searches",0,0.48
"malaysia tour from sri lanka",4,10,I,"Reviews, People also ask, Related searches, Image",0,0.79
"sri lanka tour of pakistan 2015",0,10,,,0,0
"flywing tours sri lanka",0,10,,,0,0
"sri lanka tours from singapore",0,10,,,0,0
"sri lanka tour of zimbabwe 2008",0,10,,,0,0
"sri lanka tour holidays 2013",0,10,,,0,0
"sri lanka tours uk",12,10,"L, C","Local pack, Reviews, Related searches, Image, Sites",0,0
"india tour of sri lanka 2009",0,10,,,0,0
"sri lanka tea factory tour",0,10,,,0,0
"ebert silva tours sri lanka",4,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches",0,0
"sri lanka tours for singles",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"england lions tour of sri lanka 2014",0,10,,,0,0
"walker tours sri lanka contact",10,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image",0,0
"cricket australia sri lanka tour",0,10,,,0,0
"tipping tour guides in sri lanka",0,10,,,0,0
"travels and tours in sri lanka",0,10,,,1.8,0.9
"sri lanka tour from chennai",5,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0,0.43
"luxury tours of sri lanka",0,10,,,0,0
"paris tours from sri lanka",2,10,I,"Reviews, Images, Related searches, Image",0,0
"helicopter tours sri lanka",16,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0.24
"air tours sri lanka",0,10,,,0,0
"india tour from sri lanka",0,10,,,0,0
"bangkok tour operators in sri lanka",0,10,,,0,0
"bernard tours sri lanka",0,10,,,0,0
"6 day tour sri lanka",5,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0.56
"pakistan tour to sri lanka 2014",0,10,,,0,0
"sri lanka tour packages from abu dhabi",0,10,,,0,0
"sri tours sri lanka",0,10,,,0,0
"sle tours sri lanka review",0,10,,,0,0
"driver in sri lanka tours",7,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"cosmos sri lanka tours",0,10,,,0,0
"sri lanka diving tours",0,10,,,0,0
"package tour to sri lanka from bangalore",0,10,,,0,0
"holiday sri lanka tour",0,10,,,0,0
"usa tour packages from sri lanka",15,10,"I, N","Reviews, Sitelinks, Images, Related searches, Image",0,0
"sri lanka tour england 2014 schedule",0,10,,,0,0
"pakistan tour sri lanka 2015",0,10,,,0,0
"sri lanka thailand tour",0,10,,,3.98,0
"sri lanka exclusive tours reviews",6,10,"L, C","Reviews, People also ask, Bottom Ads, GBP, AI Overview, Related searches",0,0
"sri lanka 4 day tour",6,10,I,"Reviews, Video, People also ask, Top Ads, Bottom Ads, AI Overview, Related searches, Sites",1.43,0.83
"new zealand tour of sri lanka 2012",7,10,"I, N","Reviews, Sitelinks, Images, Related searches",0,0
"how to tour sri lanka",0,10,,,0,0
"tour driver sri lanka",7,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka tour agency",0,10,,,9.3,0
"sri lanka east coast tour",0,10,,,0,0
"europe tours from sri lanka",0,10,,,0,0
"sri lanka tour package from india",0,10,,,3.83,0
"heli tours in sri lanka",0,10,,,0,0
"sri lanka tour holidays 2019",10,10,I,"Reviews, Video, AI Overview, Related searches",0,0
"pakistan squad for sri lanka tour",0,10,,,0,0
"dsl tours sri lanka",4,10,"L, C","Reviews, Video, People also ask, Bottom Ads, GBP, Related searches",0,0.39
"sri lanka tours 2013",0,10,,,0,0
"tea plantation tour sri lanka",0,10,,,3.05,0
"sri lanka tour 7 days",0,10,,,8.56,0
"sotc tour packages sri lanka",0,10,,,0,0
"sri lanka tours and beach holidays",0,10,,,0,0
"tangerine tours sri lanka",8,10,"L, N","Reviews, Sitelinks, GBP, Related searches",0,0.39
"sri lanka package tours from bangalore",0,10,,,0,0
"sri lanka tour packages from cochin",0,10,,,0,0
"dubai tour packages in sri lanka",3,10,I,"Reviews, People also ask, Bottom Ads, Related searches, Image",0,0
"tour master sri lanka",0,10,,,0,0
"pune to sri lanka tour package",0,10,I,,0,0
"sri lanka tour of india match schedule",0,10,,,0,0
"pakistan tour of sri lanka 2013",0,10,,,0,0
"pakistan tour sri lanka 2014",0,10,,,0,0
"seaplane tour in sri lanka",0,10,,,0,0
"luxury tour operators sri lanka",0,10,,,0,0
"sri lanka 6 day tour",0,10,,,0,0.01
"sri lanka tours kesari",0,10,,,0,0
"yala safari tours sri lanka",0,10,,,0,0
"sri lanka tour operators list",0,10,,,9.35,0
"sri lanka tours on the go",16,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image, Sites",0,0.86
"sri lanka tours 2014",0,10,,,0,0
"how to become a tour guide in sri lanka",0,10,,,0,0
"thomas cook sri lanka tours",0,10,,,0,0
"sri lanka tour packages from hyderabad",4,10,I,"Reviews, Images, Related searches, Image",0,0
"mercury direct sri lanka tours",0,10,,,0,0
"sri lanka tour of zimbabwe",0,10,,,0,0
"tour organizers in sri lanka",18,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0.36
"tour sri lanka 6 giorni",0,10,,,0,0.71
"sri lanka tour of england 2002",0,10,,,0,0
"blue haven tours sri lanka review",0,10,,,0,0
"sri lanka inbound tour operators",0,10,,,0,0
"island tours sri lanka",0,10,,,0,0
"sri lanka nature tour",0,10,,,0,0
"sri lanka tour package from mumbai",5,10,"I, N","Reviews, Video, Copyright infringement, AI Overview, Related searches",0,0.86
"sri lanka tour of pakistan 2016",0,10,,,0,0
"sri lanka tour 10 days",0,10,,,5.84,0
"red dot tours sri lanka tripadvisor",7,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"sri lanka cricket tour in england",0,10,,,0,0
"sightseeing tours in sri lanka",0,10,,,0,0
"sri lanka tour kesari",0,10,,,0,0
"honeymoon tour sri lanka",0,10,,,0,0
"england cricket tour to sri lanka 2014",0,10,,,0,0
"tour packages from sri lanka to malaysia",0,10,,,0,0
"tours from bentota sri lanka",0,10,,,0,0
"sri lanka tour packages chennai",0,10,,,3.25,0
"team for sri lanka tour",18,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0
"kesari tours sri lanka",0,10,,,0,0
"sri lanka tour england 2014",0,10,,,0,0
"sri lanka 8 day tour",0,10,,,2.36,0
"sri lanka tours singapore",0,10,,,0,0
"sri lanka tour guides association",0,10,,,0,0
"apple tours sri lanka",6,10,"L, C","Reviews, Video, People also ask, GBP, Related searches",0,0
"tour operators sri lanka",15,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0
"vogue tours sri lanka",0,10,,,0,0
"tour operator per sri lanka",0,10,,,0,0
"sri lanka tour of india 1994",0,10,,,0,0
"sri lanka tour operators car with driver",7,10,"L, C","Local pack, Reviews, Video, People also ask, Top Ads, Bottom Ads",0,0
"leisure tours sri lanka",5,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0,0
"tour packages from chennai to sri lanka",0,10,,,0.8,0
"kandy tours sri lanka",12,10,I,"Reviews, Video, People also ask, Images, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka tour package from chennai",10,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.63,0.86
"sri lanka travel and tours",0,10,,,1.8,0.9
"pakistan sri lanka tour schedule",0,10,,,0,0
"adventure tour packages in sri lanka",11,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"wildlife safari tours sri lanka",8,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites, positions.title.discussions_and_forums",0,0
"tour operator sri lanka",18,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0,0
"kashmir tour packages from sri lanka",0,10,,,0,0
"sri lanka tour of india 1990",0,10,,,0,0
"sri lanka tour and beach stay",6,10,I,"Reviews, Video, People also ask, Bottom Ads, Related searches",3.11,0.81
"sri lanka wildlife tour kuoni",0,10,,,0,0
"sri lanka driver tours tripadvisor",7,10,I,"Reviews, AI Overview",0,0
"sri lanka tour of england fixtures",0,10,,,0,0
"sri lanka short tours",10,10,I,"Reviews, Video, Related searches, Sites",1.18,0.81
"pakistan tour in sri lanka",0,10,,,0,0
"colombo sri lanka tours",10,10,I,"Reviews, Related searches, Image, Sites",0,0.86
"tours and travels in sri lanka",22,10,"L, C","Local pack, Reviews, Video, People also ask, Top Ads, Related searches",3.72,0.53
"3 day tours sri lanka",6,10,I,"Reviews, Video, Images, Bottom Ads, AI Overview, Related searches",1.78,0.86
"tour center sri lanka",0,10,,,1.85,0.37
"sri lanka cricket next tours",0,10,,,0,0
"sri lanka tours train tickets",0,10,,,0,0
"rainbow tours sri lanka",0,10,,,0,0
"chennai to sri lanka tour package cost",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0.71
"overseas tour packages from sri lanka",4,10,I,"Reviews, Related searches, Image, Sites",0,0
"sri lanka tour india 2014",0,10,,,0,0
"tour packages from kerala to sri lanka",0,10,,,0,0
"safari sri lanka tour",0,10,,,0,0
"sri lanka package tours from delhi",0,10,,,0,0
"gemini tours sri lanka",0,10,,,0,0
"next tours sri lanka",0,10,,,0,0
"ocean tours sri lanka",0,10,,,0,0
"sri lanka package tour from chennai",0,10,,,3.26,0
"sri lanka tour operators association",7,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"ramayana trail tour sri lanka",6,10,I,"Reviews, People also ask, Images, Top Ads, Bottom Ads, Related searches, Image, Sites",0,0
"sri lanka tour package from bangalore",0,10,,,0,0
"sri lanka jungle tour",5,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",0,0.67
